"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Andrew Benintendi","KCR","130","557","495","131","27","2","17","68","68","51","108","5","12","5","",".264",".336",".433",".769",".333","109","","0.0","0.5","","6.2","-6.0","1.9","","193.3","17901"
"Teoscar Hernández","TOR","150","639","579","148","30","1","34","87","101","48","173","6","10","4","",".256",".317",".488",".805",".341","113","","0.1","-2.4","","10.3","-13.0","1.9","","27.5","13066"
"Austin Nola","SDP","89","356","314","82","17","1","9","40","40","32","62","5","2","1","",".261",".337",".406",".743",".324","105","","-0.2","-0.9","","2.2","2.6","1.9","","377.3","15941"
"Jesús Sánchez","MIA","128","538","484","123","18","6","26","68","78","42","135","6","2","1","",".253",".318",".474",".792",".334","112","","-1.3","-4.1","","7.2","-6.2","1.9","","236.6","19913"
"Gavin Lux","LAD","107","412","362","94","17","3","13","54","51","42","85","3","5","2","",".260",".339",".432",".770",".332","109","","0.5","-0.6","","5.4","-0.3","1.9","","275.0","19955"
"Josh Bell","WSN","147","633","547","143","28","1","32","87","99","75","125","5","1","0","",".261",".353",".490",".843",".358","122","","-2.6","-5.0","","15.1","-17.3","1.9","","131.3","13145"
"Austin Meadows","TBR","136","594","523","129","27","3","27","80","83","58","133","7","6","3","",".246",".326",".465",".791",".337","119","","-1.6","-0.4","","12.2","-13.7","1.9","","155.4","15672"
"Omar Narváez","MIL","92","368","320","80","14","0","10","42","41","38","74","5","1","0","",".249",".334",".392",".726",".317","96","","-0.9","-1.7","","-2.9","5.0","1.9","","254.6","13338"
"Travis d'Arnaud","ATL","92","357","319","79","16","1","13","44","44","29","82","4","2","1","",".247",".314",".421",".735",".317","95","","-0.7","-1.7","","-3.0","4.7","1.9","","227.6","7739"
"Nick Castellanos","PHI","150","655","593","159","36","2","31","90","103","49","145","7","3","2","",".269",".329",".496",".825",".348","116","","-0.5","-4.5","","12.8","-15.8","1.9","","57.4","11737"
"Mark Canha","NYM","133","547","456","106","21","3","18","70","61","66","122","17","7","3","",".233",".348",".408",".756",".332","113","","-0.4","-1.9","","8.9","-8.4","1.9","","291.2","11445"
"Isiah Kiner-Falefa","NYY","126","561","513","136","24","3","9","68","53","32","81","8","14","5","",".266",".317",".377",".694",".302","91","","1.0","-1.8","","-5.0","4.4","1.9","","292.8","16512"
"Jorge Soler","MIA","146","649","560","133","27","1","33","90","87","72","167","8","1","1","",".238",".331",".466",".797",".342","117","","-2.1","-3.9","","12.1","-15.2","1.8","","193.4","14221"
"Steven Kwan","CLE","102","414","367","102","19","3","12","51","49","37","52","4","5","2","",".277",".347",".443",".790",".341","117","","-0.2","0.0","","8.2","-4.2","1.8","","538.4","sa3008536"
"Taylor Walls","TBR","94","377","325","73","17","1","9","42","38","44","98","3","10","4","",".225",".321",".365",".686",".302","96","","-0.1","5.3","","-2.0","7.1","1.8","","594.9","22458"
"Garrett Cooper","MIA","128","559","491","129","24","2","21","69","74","55","145","7","3","1","",".263",".344",".449",".793",".342","118","","-2.0","-0.1","","10.5","-11.3","1.8","","533.8","15279"
"David Fletcher","LAA","149","655","599","164","33","3","7","78","56","43","64","3","12","4","",".274",".323",".370",".693",".303","90","","0.7","-3.8","","-7.0","2.4","1.8","","440.8","17992"
"Joey Votto","CIN","150","659","557","139","25","2","31","89","93","91","155","5","2","1","",".249",".356",".468",".824",".353","115","","-3.4","-0.9","","9.3","-13.6","1.8","","141.5","4314"
"Jonah Heim","TEX","62","246","224","54","11","0","8","28","29","17","47","2","3","1","",".242",".299",".408",".707",".305","93","","-0.2","0.5","","-2.2","5.6","1.8","","564.9","16930"
"Josh Rojas","ARI","122","530","462","113","27","3","13","65","52","56","121","4","11","4","",".244",".328",".395",".723",".316","95","","1.0","0.6","","-2.7","2.7","1.8","","262.1","19734"
"Roberto Pérez","PIT","102","416","366","78","14","1","14","43","45","41","121","5","2","1","",".212",".297",".372",".670",".294","83","","-1.5","3.0","","-10.6","11.5","1.7","","562.2","2900"
"Nelson Cruz","WSN","130","570","505","136","22","1","33","81","94","52","132","7","2","1","",".269",".344",".513",".857",".359","122","","-2.7","0.0","","13.7","-15.1","1.7","","166.5","2434"
"Ji-Man Choi","TBR","117","499","419","99","22","1","19","64","60","70","130","5","2","1","",".236",".349",".426",".775",".337","119","","-0.8","-0.9","","11.1","-10.8","1.7","","584.1","5452"
"Yuli Gurriel","HOU","139","589","529","148","31","1","18","72","77","48","75","5","2","1","",".279",".342",".443",".786",".338","117","","-1.3","-2.3","","11.2","-13.9","1.7","","210.4","19198"
"Kevin Kiermaier","TBR","120","474","426","99","19","5","11","51","49","36","118","5","11","4","",".232",".298",".376",".675",".292","89","","0.9","4.4","","-5.5","6.4","1.7","","589.3","11038"
"Tommy Pham","CIN","118","494","422","109","21","1","18","64","60","61","112","4","13","4","",".258",".355",".444",".800",".346","111","","0.9","-0.4","","7.6","-7.0","1.7","","244.4","2967"
"Andy Ibáñez","TEX","115","474","428","112","22","2","16","56","59","36","80","5","2","1","",".262",".323",".434",".757",".325","107","","-0.7","-1.2","","3.4","-2.7","1.7","","557.3","18819"
"Akil Baddoo","DET","130","558","490","119","23","6","17","70","59","55","138","4","18","6","",".243",".322",".418",".740",".320","102","","1.1","1.3","","2.4","-4.8","1.7","","153.1","22168"
"Jesús Aguilar","MIA","123","517","456","119","23","1","23","65","70","52","101","4","1","1","",".262",".340",".467",".807",".345","119","","-1.6","-0.3","","11.1","-11.7","1.7","","306.8","11342"
"César Hernández","WSN","115","525","464","121","22","1","13","68","51","49","100","5","3","1","",".260",".334",".399",".733",".319","97","","0.0","-0.8","","-2.0","1.1","1.6","","434.8","10556"
"Josh Naylor","CLE","120","483","435","119","25","1","20","59","65","39","83","4","3","1","",".273",".336",".472",".807",".344","119","","-0.4","-3.0","","10.6","-10.6","1.6","","584.7","18839"
"Andrés Giménez","CLE","107","422","384","95","20","2","13","49","49","22","96","9","14","5","",".247",".301",".411",".712",".307","93","","0.8","1.0","","-2.7","4.7","1.6","","291.1","19950"
"Alex Kirilloff","MIN","112","467","426","114","23","2","20","60","67","32","99","5","4","2","",".268",".323",".477",".800",".339","115","","-0.4","-0.4","","8.2","-7.8","1.6","","185.9","20325"
"Riley Greene","DET","87","355","316","81","14","4","12","43","43","30","93","4","4","2","",".255",".325",".440",".765",".328","107","","-0.2","0.0","","3.1","1.1","1.6","","301.0","sa3010694"
"Bryson Stott","PHI","115","432","380","95","20","2","12","53","49","42","98","3","7","2","",".251",".328",".406",".733",".319","97","","0.0","0.0","","-1.8","3.7","1.6","","459.3","sa3011443"
"Brian Anderson","MIA","125","505","440","106","22","1","16","56","58","48","126","10","5","2","",".241",".327",".404",".731",".317","101","","-0.1","-0.8","","0.9","-1.4","1.6","","524.7","18289"
"Jarred Kelenic","SEA","118","485","429","100","20","1","21","59","61","45","118","4","10","4","",".232",".309",".433",".742",".319","106","","0.3","-2.6","","4.0","-4.3","1.6","","147.5","22558"
"C.J. Cron","COL","136","580","510","137","28","1","31","82","94","54","126","10","1","1","",".269",".349",".512",".861",".364","115","","-2.2","-0.3","","8.7","-12.0","1.6","","123.7","12546"
"Luke Voit","SDP","126","543","471","116","21","2","26","72","80","58","147","9","1","0","",".246",".338",".465",".803",".345","119","","-1.0","-0.3","","11.9","-13.9","1.6","","224.5","14811"
"Nick Senzel","CIN","122","466","417","110","25","2","15","60","57","38","90","4","14","5","",".263",".329",".442",".770",".331","101","","0.2","-2.2","","1.0","-0.6","1.6","","384.6","19293"
"Ryan Mountcastle","BAL","146","626","571","147","28","2","31","79","88","43","159","6","5","2","",".257",".313",".473",".786",".333","110","","-0.6","1.0","","6.8","-12.3","1.6","","124.3","18373"
"Robbie Grossman","DET","139","620","524","126","26","3","17","78","62","81","134","7","15","5","",".240",".346",".398",".744",".326","106","","-0.9","-1.4","","3.9","-9.3","1.6","","191.3","5254"
"AJ Pollock","CHW","118","484","437","113","24","1","22","62","68","35","101","6","7","2","",".258",".319",".470",".790",".335","113","","-0.3","-2.0","","7.4","-8.2","1.6","","220.7","9256"
"Austin Hedges","CLE","92","355","323","66","12","1","13","37","40","23","101","4","2","1","",".205",".264",".372",".636",".274","71","","-0.6","1.4","","-13.1","9.0","1.6","","587.9","12976"
"Didi Gregorius","PHI","113","458","416","103","20","2","17","53","60","30","71","6","3","1","",".248",".306",".430",".736",".315","94","","0.1","-1.5","","-3.3","3.6","1.5","","533.4","6012"
"Ryan Jeffers","MIN","75","297","264","58","11","1","13","35","38","25","91","4","1","1","",".220",".294",".416",".710",".306","93","","-0.5","-0.9","","-3.1","5.4","1.5","","504.6","24618"
"Yadier Molina","STL","104","430","397","100","18","1","11","43","47","22","73","6","2","1","",".253",".299",".384",".683",".296","87","","-2.3","3.5","","-9.2","10.9","1.5","","332.0","7007"
"Cal Raleigh","SEA","59","230","210","49","12","0","10","27","30","15","55","3","2","1","",".234",".290",".434",".724",".309","99","","-0.1","-0.4","","-0.2","4.5","1.5","","580.9","21534"
"Kevin Smith","OAK","92","365","328","76","16","2","16","43","47","28","97","4","7","3","",".231",".297",".441",".738",".315","103","","0.1","-0.3","","1.3","1.5","1.5","","529.4","20242"
"Gio Urshela","MIN","118","483","444","115","25","2","15","55","59","29","102","4","2","1","",".260",".308",".421",".729",".313","98","","-1.6","-0.5","","-2.9","1.5","1.5","","332.4","10681"
"Cavan Biggio","TOR","113","482","404","92","19","1","16","63","53","68","122","4","6","2","",".227",".342",".402",".744",".326","103","","-0.5","-2.6","","1.2","-2.8","1.5","","334.7","19252"
"Lourdes Gurriel Jr.","TOR","138","559","514","137","28","2","25","70","80","33","114","5","4","2","",".266",".314",".471",".785",".333","108","","-1.0","-1.0","","4.4","-8.7","1.5","","142.5","19238"
"Christian Vázquez","BOS","87","351","321","81","16","1","8","38","38","24","66","2","5","2","",".254",".307",".388",".695",".301","85","","-1.2","1.1","","-7.5","8.4","1.5","","202.9","9774"
"Manny Piña","ATL","56","224","199","47","9","1","9","27","28","19","49","4","1","0","",".236",".312",".415",".726",".315","93","","-0.7","1.3","","-2.6","6.0","1.4","","580.1","2829"
"Ramón Urías","BAL","105","426","378","92","21","1","12","47","46","36","104","7","3","1","",".244",".319",".398",".717",".313","96","","-0.5","-0.9","","-2.8","2.8","1.4","","546.4","18795"
"Tucker Barnhart","DET","89","351","310","71","16","1","7","35","33","32","82","4","1","0","",".228",".306",".351",".657",".289","81","","-1.1","2.9","","-9.2","10.3","1.4","","502.6","10200"
"Willie Calhoun","TEX","115","494","443","118","20","3","21","65","64","40","74","5","3","1","",".266",".330",".469",".799",".342","118","","-1.4","-2.2","","9.5","-12.2","1.4","","488.4","17838"
"Ha-Seong Kim","SDP","92","353","315","78","15","1","11","43","42","29","69","4","9","3","",".249",".317",".411",".728",".314","99","","0.3","-1.2","","-0.2","2.5","1.4","","361.0","27506"
"Jake Meyers","HOU","97","385","346","85","18","1","14","46","48","28","97","5","6","3","",".246",".309",".421",".731",".315","101","","0.0","-0.3","","0.7","0.1","1.4","","596.5","20308"
"Evan Longoria","SFG","94","395","353","88","18","1","15","47","51","34","90","4","2","1","",".249",".319",".435",".754",".322","104","","-0.6","-0.6","","1.1","-0.3","1.4","","509.4","9368"
"Elvis Andrus","OAK","122","479","438","110","23","2","8","49","45","30","74","5","10","4","",".252",".304",".368",".672",".292","87","","1.6","-2.8","","-5.8","3.3","1.4","","572.7","8709"
"Frank Schwindel","CHC","118","532","488","130","27","1","26","75","76","32","98","5","3","1","",".266",".316",".490",".805",".340","111","","-1.0","0.2","","6.5","-10.4","1.4","","243.0","15351"
"Michael A. Taylor","KCR","125","494","448","108","23","2","14","53","54","34","136","5","11","4","",".241",".300",".392",".692",".300","87","","0.6","2.2","","-7.4","4.3","1.4","","541.9","11489"
"Wilmer Flores","SFG","99","401","361","97","19","1","15","48","53","31","55","4","2","1","",".270",".333",".457",".789",".338","114","","-1.4","-3.3","","5.8","-5.4","1.4","","453.9","5827"
"Hunter Renfroe","MIL","133","537","482","116","24","1","32","70","83","44","137","4","3","1","",".240",".307",".491",".798",".337","109","","-1.3","-2.3","","4.8","-8.9","1.4","","162.8","15464"
"Kyle Higashioka","NYY","60","235","213","47","9","0","11","28","32","16","61","2","1","0","",".219",".278",".425",".702",".300","90","","-0.4","-1.3","","-3.4","3.7","1.3","","520.1","5517"
"José Iglesias","COL","126","510","476","137","31","3","10","56","59","22","68","6","5","2","",".289",".326",".425",".751",".323","88","","0.1","-2.3","","-7.8","4.1","1.3","","542.2","10231"
"Lane Thomas","WSN","117","481","422","101","21","3","18","59","58","49","122","4","10","4","",".241",".324",".429",".753",".325","101","","-0.2","0.6","","0.1","-2.9","1.3","","291.1","16939"
"Trey Mancini","BAL","147","649","577","148","30","1","24","80","82","57","146","8","1","1","",".257",".330",".441",".771",".331","108","","-0.7","0.6","","5.6","-14.6","1.3","","216.1","15149"
"Randal Grichuk","COL","128","526","485","129","29","2","26","68","78","31","109","4","3","1","",".266",".314",".494",".808",".341","100","","-0.7","-2.4","","-0.7","-3.9","1.3","","306.3","10243"
"Brad Miller","TEX","105","430","374","89","15","3","18","54","55","47","117","4","3","1","",".237",".326",".438",".764",".328","109","","-0.9","-4.7","","3.8","-6.0","1.3","","544.1","12775"
"Mike Moustakas","CIN","131","550","489","117","23","1","28","70","80","48","114","7","2","1","",".239",".314",".462",".776",".330","101","","-1.8","-3.6","","-1.4","-4.3","1.3","","403.8","4892"
"Joey Wendle","MIA","109","448","407","103","23","3","9","47","47","27","91","8","9","4","",".254",".311",".390",".700",".302","91","","0.1","0.3","","-4.8","2.5","1.2","","441.2","13853"
"Brandon Marsh","LAA","115","480","426","103","20","3","12","54","50","44","143","4","8","3","",".241",".316",".385",".701",".306","93","","0.5","4.1","","-3.8","-0.2","1.2","","429.5","20202"
"Anthony Santander","BAL","130","562","518","130","29","1","26","69","78","33","119","6","3","1","",".251",".301",".462",".763",".323","103","","-0.5","-0.9","","1.5","-8.2","1.2","","325.2","14551"
"David Peralta","ARI","120","503","453","122","24","5","14","59","62","41","95","5","2","1","",".269",".333",".432",".765",".329","103","","-0.5","0.2","","1.3","-5.8","1.2","","518.7","2136"
"Francisco Mejía","TBR","62","244","222","55","11","2","8","28","30","15","48","4","1","0","",".249",".307",".428",".735",".316","105","","-0.1","0.0","","1.3","5.1","1.2","","524.8","16403"
"Andrelton Simmons","CHC","104","399","363","95","18","1","6","42","39","26","52","4","3","1","",".261",".314",".364",".678",".297","83","","0.2","2.0","","-8.5","7.1","1.2","","591.9","10847"
"Rowdy Tellez","MIL","104","423","376","96","19","2","22","55","62","36","93","5","1","1","",".256",".328",".489",".817",".345","114","","-0.7","-0.3","","6.8","-8.9","1.2","","363.3","15679"
"Elias Díaz","COL","84","323","291","77","16","1","11","40","40","25","55","3","2","1","",".265",".326",".439",".766",".329","92","","-0.6","0.3","","-4.0","7.4","1.2","","225.9","11680"
"LaMonte Wade Jr.","SFG","113","498","428","102","20","3","16","64","54","56","110","7","8","3","",".238",".335",".410",".744",".324","105","","-0.6","-1.7","","2.5","-7.3","1.2","","420.6","18126"
"Joey Bart","SFG","87","330","302","72","14","1","10","36","37","18","93","5","3","1","",".237",".289",".393",".682",".295","86","","-0.2","-0.9","","-6.2","6.4","1.2","","270.0","21524"
"Eddie Rosario","ATL","113","508","469","125","23","2","23","72","68","30","78","3","9","4","",".267",".312",".474",".786",".333","105","","0.0","-1.7","","3.4","-8.6","1.2","","181.4","12155"
"Daniel Vogelbach","PIT","79","357","291","69","13","1","16","51","41","58","81","2","2","1","",".236",".366",".444",".810",".352","121","","-1.3","0.2","","8.2","-8.3","1.2","","587.8","14130"
"Kevin Plawecki","BOS","57","230","206","55","12","1","6","27","27","18","39","3","1","1","",".266",".331",".419",".750",".325","102","","-0.6","-1.4","","-0.2","3.4","1.1","","587.0","13807"
"Josh Harrison","CHW","94","401","364","96","19","1","9","47","42","23","61","9","6","3","",".263",".320",".394",".714",".311","97","","-0.5","-1.7","","-1.8","-0.4","1.1","","398.3","8202"
